N_SOLICITUD_EXP	F_ESTUDIO_EXP	SUBPRODUCTO_EXP	No Tarjetas	Cupos	Ingresos	EDAD_EXP	TIPO_VIVIENDA_VIVE_EXP	N_HIJOS_EXP	VIVIENDA_NUEVA_EXP	CANAL_EXP	GENERO_ACT_	ESTADO_CIVIL_ACT_	TIPO_VIVIENDA_ACT_	NIVEL_ACADEM_ACT_	OCUPACION_ACT_	AnosAntiguedadEmpl	AnosRelacionBanco	MORAMAX 18 meses	Mora Inicial	MORA_ACTUAL	Rodo
3092	201311	TarjetaNuestra	1	26,6	14,7	32					MASCULINO	SOLTERO	PROPIA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	10,80833333	0	6	56	63	0
3093	201207	TarjetaNuestra	1	5,1	4,5	34			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	COMERCIANTE		7,152777778		33	40	0
3094	201207	TarjetaNuestra	1	5,16	20	50			SI	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	INDEPENDIENTE	0	21,5	0	50	57	0
3095	201311	TarjetaMundo	2	46,835	1,31677	42				Preaprobado	MASCULINO	UNION LIBRE		NO INFORMA	SOCIO EMPLEADO - SOCIO		6,788888889	0	33	40	0
3096	201311	TarjetaNuestra	1	4,8	3	37					FEMENINO	SOLTERO		TECNOLOGO	EMPLEADO	1,566666667	6,880555556	0	35	42	0
3097	201311	TarjetaNuestra	2	5,25	1,6	62	ARRENDADA	1	SI	Preaprobado	MASCULINO	CASADO		UNIVERSITARIO	OTRA	5,833333333	1,327777778	0	34	41	0
3098	201201	TarjetaNuestra	2	4,3	1,022197	25					FEMENINO	SOLTERO	FAMILIAR	TECNOLOGO	EMPLEADO	4,036111111	6,791666667	12	37	44	0
3099	201311	TarjetaNuestra	1	3,01993	1,229039	30					FEMENINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0	0	44	51	0
3100	201311	TarjetaColombia	2	15	4,832565	59	ARRENDADA		NO	Almacen	FEMENINO	SOLTERO	PROPIA	NO INFORMA	JUBILADO	0	1,247222222	0	52	59	0
3101	201201	TarjetaNuestra	1	9,3	7,8	39					MASCULINO	DIVORCIADO	PROPIA	UNIVERSITARIO	EMPLEADO	1,644444444	9,847222222		56	63	1
3102	201207	TarjetaNuestra	1	12,6	12,5	53			NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	BACHILLER	INDEPENDIENTE	5,455555556	20,46388889	0	45	52	0
3103	201311	TarjetaMundo	1	50	13,9134	61				Preaprobado	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO		3,491666667	0	31	38	0
3104	201207	TarjetaNuestra	2	13,74	5	28			SI	Almacen	MASCULINO	NO INFORMA	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	4,494444444	8,955555556	0	47	54	0
3105	201311	TarjetaNuestra	2	32,2	11	38	ARRENDADA	0	SI	Almacen	FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	9,602777778	11,51388889		47	54	0
3106	201311	TarjetaNuestra	2	10,5	91,151833	38	ARRENDADA	1	NO	Almacen	MASCULINO	CASADO	ALQUILADA	BACHILLER	INDEPENDIENTE	5,166666667	7,025	20	38	45	0
3107	201311	TarjetaNuestra	1	1,473075	0,6795	41					MASCULINO	UNION LIBRE		PRIMARIA	EMPLEADO		0	8	42	49	0
3108	201311	TarjetaNuestra	1	9,8	3,926	40					MASCULINO	SOLTERO		UNIVERSITARIO	INDEPENDIENTE	0	1,183333333	0	47	54	0
3109	201311	TarjetaNuestra	1	2	2,2	39					MASCULINO	NO INFORMA	ALQUILADA	NO INFORMA	EMPLEADO		16,04722222		56	63	1
3110	201311	TarjetaNuestra	1	4,9	7,779356	34					FEMENINO	UNION LIBRE	ALQUILADA	UNIVERSITARIO	EMPLEADO	5,575	5,2	14	56	63	0
3111	201207	TarjetaNuestra	1	11	1,207666	45			SI	Almacen	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	INDEPENDIENTE	5,622222222	15,41111111	0	50	57	0
3112	201311	TarjetaColombia	1	11,2	6,33203	32	PROPIA		NO	Almacen	FEMENINO	NO INFORMA		NO INFORMA	INDEPENDIENTE	0	1,730555556	0	37	44	0
3113	201207	TarjetaNuestra	1	5,25	14,712	39			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	INDEPENDIENTE	1,175	17,54166667		34	41	0
3114	201311	TarjetaNuestra	2	9	0	56	FAMILIAR	1	NO	Almacen	MASCULINO	UNION LIBRE	NO INFORMA	BACHILLER	INDEPENDIENTE		18,38055556	0	60	67	1
3115	201311	TarjetaNuestra	1	4	1,963	24					FEMENINO	SOLTERO			EMPLEADO	0	6,288888889		38		0
3116	201201	TarjetaNuestra	1	5	5,150547	38					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	13,39166667	15,39722222	0	51	58	0
3117	201207	TarjetaNuestra	1	4,2	2	43			NO	Almacen	MASCULINO	CASADO		BACHILLER	COMERCIANTE		2,141666667	1	33	40	0
3118	201311	TarjetaMundo	1	60	34,277	45				Preaprobado	MASCULINO	NO INFORMA	FAMILIAR	NO INFORMA	EMPLEADO		22,71388889	0	59	66	1
3119	201311	TarjetaNuestra	1	5,5	0	33					FEMENINO	SOLTERO	ALQUILADA	ESPECIALIZACION	EMPLEADO	0	11,25277778		46	53	0
3120	201207	TarjetaLocal	1	10,5	0	40					MASCULINO	UNION LIBRE	FAMILIAR	UNIVERSITARIO	INDEPENDIENTE	0	16,56666667	0	43		0
3121	201311	TarjetaNuestra	1	2,8	1,209	35					FEMENINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	4,069444444	9,986111111		54	61	1
3122	201311	TarjetaNuestra	1	9	3,403	26					FEMENINO	SOLTERO	FAMILIAR	BACHILLER	INDEPENDIENTE	1,805555556	2,586111111		57	64	1
3123	201311	TarjetaNuestra	2	5,2948	4,45	31	FAMILIAR	0	SI	Preaprobado	FEMENINO	NO INFORMA	FAMILIAR	UNIVERSITARIO	INDEPENDIENTE	6,538888889	9,883333333		38	45	0
3124	201311	TarjetaNuestra	1	6	11,926448	33					MASCULINO	UNION LIBRE	FAMILIAR	ESPECIALIZACION	EMPLEADO	6,419444444	8,783333333	0	33	40	0
3125	201311	TarjetaNuestra	1	5	8	33					FEMENINO	UNION LIBRE		PRIMARIA	GANADERO	0	0	0	58		0
3126	201207	TarjetaNuestra	2	13,6	2,965	30			SI	Preaprobado	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	7,55	8,391666667	0	34	41	0
3127	201311	TarjetaNuestra	2	4,5	1,9875	30	FAMILIAR	0	SI	Almacen	FEMENINO					0	0		34		0
3128	201311	TarjetaNuestra	1	4	2,4	26					FEMENINO				OTRA	0	2,980555556		33		0
3129	201207	TarjetaNuestra	1	15	4,237	35			NO	Almacen	FEMENINO	SOLTERO		ESPECIALIZACION	EMPLEADO	9,961111111	3,883333333		33	40	0
3130	201207	TarjetaNuestra	2	25	0	34			SI	Preaprobado	FEMENINO	CASADO	PROPIA	ESPECIALIZACION	PROFESIONAL INDEPENDIENTE		3,175	0	44	51	0
3131	201311	TarjetaNuestra	2	0,8	0,85	35	FAMILIAR	0	SI	Almacen	FEMENINO	NO INFORMA			EMPLEADO	0	0	0	33	40	0
3132	201311	TarjetaNuestra	1	18,2	0	55					MASCULINO	SOLTERO	PROPIA	ESPECIALIZACION	RENTISTA DE CAPITAL	23,83333333	17,13333333	22	45	52	0
3133	201311	TarjetaColombia	2	5,7	0,000001	41	FAMILIAR		SI	Preaprobado	MASCULINO	CASADO		UNIVERSITARIO	EMPLEADO	0	0	0	52		0
3134	201207	TarjetaNuestra	1	2,2	2,28	41			SI	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	NO INFORMA	EMPLEADO		1,352777778		47	54	0
3135	201207	TarjetaNuestra	1	4,76	31,363506	37			SI	Almacen	MASCULINO	CASADO		UNIVERSITARIO	COMERCIANTE		0	21	42		0
3136	201311	TarjetaNuestra	2	12,6	4,948648	32	PROPIA	1	SI	Almacen	MASCULINO	CASADO		ESPECIALIZACION	EMPLEADO	2	0,891666667		37	0	0
3137	201311	TarjetaNuestra	1	4,459	2,896	30					MASCULINO	VIUDO	FAMILIAR	TECNOLOGO	EMPLEADO	10,225	1,613888889	4	51	58	0
3138	201311	TarjetaNuestra	1	2,835	4,035	30					MASCULINO	NO INFORMA	FAMILIAR	ESPECIALIZACION	EMPLEADO		9,819444444	0	45	52	0
3139	201207	TarjetaNuestra	1	2	1,154083	27			SI	Almacen	FEMENINO	NO INFORMA	FAMILIAR	BACHILLER	EMPLEADO	0	0,394444444		31	38	0
3140	201311	TarjetaNuestra	1	7,21	4,644	30					MASCULINO	SOLTERO		UNIVERSITARIO	EMPLEADO	2,4	3,169444444	0	46	53	0
3141	201311	TarjetaNuestra	2	5,57074	3,532	30	FAMILIAR	1	SI	Almacen	MASCULINO	UNION LIBRE		TECNOLOGO	EMPLEADO	3,130555556	5,019444444	0	52	59	0
3142	201201	TarjetaNuestra	1	5,18	2,690924	56					FEMENINO	SOLTERO		UNIVERSITARIO	JUBILADO		1,144444444	31	52	59	0
3143	201207	TarjetaNuestra	1	10	12	31			NO	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	4,705555556	3,108333333	0	41	48	0
3144	201311	TarjetaNuestra	1	19	14,903522	47					MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO		33,12777778	11	35	42	0
3145	201207	TarjetaNuestra	2	5	1,101378	26			SI	Preaprobado	FEMENINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO		7,755555556	0	45	52	0
3146	201311	TarjetaNuestra	1	1,370919	0,969162	30					MASCULINO	NO INFORMA			EMPLEADO	0	0,525	24	33	40	0
3147	201207	TarjetaNuestra	2	25	33,6842	42			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	8,775	19,08333333	0	38	45	0
3148	201207	TarjetaNuestra	1	6,1	6,966679	62			NO	Almacen	FEMENINO	DIVORCIADO	PROPIA	ESPECIALIZACION	JUBILADO	36,89722222	28,91666667		40		0
3149	201201	TarjetaNuestra	2	2	0,9	44					MASCULINO	SOLTERO		NO INFORMA	INDEPENDIENTE	0	0		35	42	0
3150	201207	TarjetaNuestra	1	7,7	4,289451	67			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	JUBILADO	0	13,53888889	0	38	45	0
3151	201207	TarjetaNuestra	1	3,5	4,447492	46			SI	Almacen	FEMENINO	CASADO		ESPECIALIZACION	EMPLEADO		0	0	31	38	0
3152	201311	TarjetaNuestra	3	4	0,8	27	FAMILIAR	0	SI	Almacen	FEMENINO	CASADO		UNIVERSITARIO	EMPLEADO	0,236111111	0,638888889		42	49	0
3153	201311	TarjetaNuestra	1	2,8	2,28	38					FEMENINO	SOLTERO	PROPIA	TECNOLOGO	COMERCIANTE	1,833333333	10,75277778	0	31	38	0
3154	201207	TarjetaNuestra	1	13,3	7	34			NO	Almacen	MASCULINO	NO INFORMA			EMPLEADO	0	0		52	59	0
3155	201311	TarjetaNuestra	2	10,5	5,534694	33	FAMILIAR	0	SI	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,666666667	9,163888889	0	35	42	0
3156	201311	TarjetaNuestra	1	4	1,6	36					FEMENINO	NO INFORMA		TECNOLOGO	EMPLEADO	0	0,966666667		31	38	0
3157	201311	TarjetaNuestra	1	2	0,851829	30					MASCULINO	SOLTERO		NO INFORMA	EMPLEADO	0	0,852777778	2	33	40	0
3158	201207	TarjetaNuestra	1	3,5	3,2	47			NO	Almacen	MASCULINO	NO INFORMA		NO INFORMA	COMERCIANTE	0	0,108333333	0	31	38	0
3159	201311	TarjetaNuestra	2	10	7,342916	31	ARRENDADA	2	NO	Almacen	MASCULINO	NO INFORMA	ALQUILADA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO		12,60833333	0	33	9	0
3160	201311	TarjetaNuestra	1	2,4	1,06	34					FEMENINO	SOLTERO	NO INFORMA	NINGUNO	EMPLEADO	0	0	0	44	51	0
3161	201207	TarjetaNuestra	2	6,1	2,462351	33			SI	Almacen	MASCULINO	CASADO		BACHILLER	EMPLEADO	14,63055556	0	1	46	0	0
3162	201207	TarjetaLocal	1	6,5	202,857	45					FEMENINO	DIVORCIADO	FAMILIAR	TECNOLOGO	INDEPENDIENTE	15,04166667	16,09444444	205	33	40	0
3163	201207	TarjetaNuestra	1	2	1,8667	65			NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	JUBILADO	0	1,333333333	0	40	47	0
3164	201311	TarjetaNuestra	1	5,6	2,363	31					MASCULINO	CASADO		BACHILLER	EMPLEADO	1,077777778	3,333333333	37	34	41	0
3165	201311	TarjetaNuestra	1	2,0130621	1,8	53					MASCULINO	UNION LIBRE		NO INFORMA	EMPLEADO	0	0,216666667	0	36	43	0
3166	201311	TarjetaNuestra	1	1,98	0,5964	35					FEMENINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0,263888889	0	34	41	0
3167	201207	TarjetaNuestra	1	1,6925076	0,5667	37			SI	Almacen	FEMENINO	SOLTERO	ALQUILADA	BACHILLER	EMPLEADO	1,241666667	7,136111111	3	35	42	0
3168	201311	TarjetaNuestra	1	1,95	1,01	27					FEMENINO	SOLTERO		NO INFORMA	EMPLEADO		2,575	2	48	55	0
3169	201311	TarjetaNuestra	2	1,9563921	0,603	54	ARRENDADA	0	SI	Preaprobado	FEMENINO	VIUDO	ALQUILADA	PRIMARIA	EMPLEADO	7,269444444	7,227777778	0	32	39	0
3170	201311	TarjetaNuestra	1	1,3	0,6145	33					FEMENINO	SOLTERO	FAMILIAR	BACHILLER	EMPLEADO	0	0	0	38	45	0
3171	201311	TarjetaNuestra	1	3,6	3,207948	35					MASCULINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO	0	7,125	0	40	47	0
3172	201311	TarjetaNuestra	2	3,29	0,5895	21	FAMILIAR	0	SI	Preaprobado	FEMENINO	CASADO		NO INFORMA	EMPLEADO		0	0	43	50	0
3173	201311	TarjetaNuestra	2	10,075	11,348833	54	ARRENDADA	0	SI	Almacen	FEMENINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	7,641666667	21,67777778	0	49	56	0
3174	201311	TarjetaNuestra	2	9,0805412	1,213257	46	FAMILIAR	1	SI	Preaprobado	MASCULINO	DIVORCIADO		ESPECIALIZACION	JUBILADO	0	0	0	42	49	0
3175	201311	TarjetaMundo	1	26	55	35				Preaprobado	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	INDEPENDIENTE	6,166666667	14,05277778	0	31	38	0
3176	201311	TarjetaNuestra	1	2,8	1,329	25					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	2,691666667	0	0	49	56	0
3177	201201	TarjetaNuestra	1	11,2	5,079917	35					MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	2,833333333	9,844444444		36	43	0
3178	201311	TarjetaNuestra	1	3,9881	1,5	28					MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0,919444444		56		0
3179	201311	TarjetaNuestra	1	13	6,5	28					MASCULINO	SOLTERO	ALQUILADA	ESPECIALIZACION	EMPLEADO	0	15,96944444		34	41	0
3180	201311	TarjetaNuestra	1	10,8	4,588935	41					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	0	0	0	46	53	0
3181	201207	TarjetaNuestra	1	50	128	43			NO	Almacen	MASCULINO	CASADO	ALQUILADA	TECNOLOGO	INDEPENDIENTE		11,38611111	257	41	48	0
3182	201311	TarjetaNuestra	1	6,09	1,9	35					FEMENINO	SOLTERO		TECNOLOGO	EMPLEADO	2,916666667	3,05	0	40	47	0
3183	201311	TarjetaNuestra	1	2,45	2,96055	33					MASCULINO	CASADO	NO INFORMA	UNIVERSITARIO	EMPLEADO	1,561111111	14,125		47	54	0
3184	201311	TarjetaNuestra	2	11,6	3,42846	24	FAMILIAR	0	SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,258333333	9,336111111	0	57	64	1
3185	201311	TarjetaMundo	2	13,6	2,691	22				Preaprobado	MASCULINO	SOLTERO	FAMILIAR	NO INFORMA	OTRA	2,977777778	15,00277778	68	41	48	0
3186	201207	TarjetaNuestra	1	15,5	4,859412	51			SI	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	18,75	9,997222222	0	37	44	0
3187	201311	TarjetaNuestra	1	4,655	2,05375	31					FEMENINO	SOLTERO	NO INFORMA	UNIVERSITARIO	EMPLEADO	5,333333333	8,202777778	31	51	0	0
3188	201311	TarjetaNuestra	1	9	5,5	34					FEMENINO	SOLTERO	PROPIA	NO INFORMA	PROFESIONAL INDEPENDIENTE		1,863888889	34	38	45	0
3189	201311	TarjetaNuestra	1	11,2	0	36					FEMENINO	CASADO		UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	0	0	0	46	53	0
3190	201207	TarjetaNuestra	1	11,746	5,5875	34			SI	Almacen	FEMENINO	CASADO	PROPIA	TECNOLOGO	INDEPENDIENTE	0	13,79166667	0	55	62	1
3191	201311	TarjetaNuestra	1	2	1,7	30					FEMENINO	SOLTERO	ALQUILADA	UNIVERSITARIO	EMPLEADO	3,180555556	3,108333333	0	33	40	0
3192	201311	TarjetaNuestra	1	2,933	1,8	38					MASCULINO	NO INFORMA	FAMILIAR	NO INFORMA	EMPLEADO	0	0	0	47	54	0
3193	201207	TarjetaNuestra	1	5,47	2,52	30			SI	Almacen	MASCULINO	NO INFORMA		UNIVERSITARIO	EMPLEADO	0	0		54	30	0
3194	201311	TarjetaNuestra	2	12,5	33,615083	29	FAMILIAR	1	SI	Almacen	MASCULINO	UNION LIBRE	ALQUILADA	BACHILLER	INDEPENDIENTE	10,83333333	7,461111111	0	39	46	0
3195	201207	TarjetaNuestra	2	5,6161	0,6	57			SI	Almacen	MASCULINO	CASADO	ALQUILADA	BACHILLER	EMPLEADO	0	19,11666667		47	0	0
3196	201207	TarjetaNuestra	1	14,49	6,413	32			NO	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	INDEPENDIENTE		2,416666667	0	37		0
3197	201311	TarjetaMundo	1	20	13,2063	51				Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO		16,7	0	33	0	0
3198	201311	TarjetaNuestra	1	3	2,5	47					FEMENINO	NO INFORMA	PROPIA	NO INFORMA	EMPLEADO		0	0	59	66	1
3199	201311	TarjetaNuestra	1	2,13045	2,0137	49					MASCULINO	UNION LIBRE	PROPIA	TECNOLOGO	EMPLEADO		0,308333333	0	54	61	1
3200	201311	TarjetaNuestra	1	1,1	0,767	24					MASCULINO	SOLTERO		TECNOLOGO	EMPLEADO	0,808333333	4,686111111	0	56	63	1
3201	201311	TarjetaMundo	1	14,7	23,257233	31				Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	INDEPENDIENTE	0	0	0	44		0
3202	201311	TarjetaNuestra	1	9,8	5,075939	64					FEMENINO	CASADO		UNIVERSITARIO	JUBILADO	42,77777778	0,005555556		31	38	0
3203	201311	TarjetaPrivada	1	4	2,0094	51	ARRENDADA	2	NO	Almacen	MASCULINO	CASADO	FAMILIAR	BACHILLER	EMPLEADO	33,56388889	30,16111111	0	54	61	1
3204	201207	TarjetaNuestra	1	4,05	1,5	35			SI	Almacen	MASCULINO	SOLTERO			EMPLEADO	0	0		38	45	0
3205	201207	TarjetaNuestra	1	10	5	42			SI	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	BACHILLER	EMPLEADO		6,375		56	63	1
3206	201201	TarjetaNuestra	1	21	25,6	50					MASCULINO	CASADO	PROPIA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	12,62222222	0,566666667	10	52	59	0
3207	201207	TarjetaNuestra	2	4,5	1,60989	41			NO	Almacen	MASCULINO	CASADO	PROPIA	BACHILLER	EMPLEADO	2,969444444	0	0	31	38	0
3208	201207	TarjetaNuestra	1	9	5,18	35			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	RENTISTA DE CAPITAL	4,244444444	10,97777778	0	31	38	0
3209	201207	TarjetaNuestra	1	4,2	1,5	24			NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO		1,227777778	5	33	9	0
3210	201311	TarjetaNuestra	2	20	6,865	39	PROPIA	3 Ó MAS	NO	Almacen	FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	0	10,14722222	11	39	46	0
3211	201207	TarjetaNuestra	1	2,6	2,402061	34			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	NO INFORMA	EMPLEADO	0	9,761111111	10	39	46	0
3212	201207	TarjetaNuestra	1	3,5	2,129772	46			NO	Almacen	MASCULINO	UNION LIBRE		UNIVERSITARIO	EMPLEADO	0	0	0	47	54	0
3213	201311	TarjetaColombia	2	5,496	1,81359	46	ARRENDADA		SI	Preaprobado	FEMENINO	UNION LIBRE		BACHILLER	EMPLEADO	1,044444444	0	0	36	43	0
3214	201311	TarjetaNuestra	1	20,3	0	36					MASCULINO	UNION LIBRE	ALQUILADA	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO		17,50277778	31	31	38	0
3215	201311	TarjetaNuestra	1	18	68,7035	65					MASCULINO	CASADO			INDEPENDIENTE	0	0		43	50	0
3216	201311	TarjetaNuestra	1	6,65	4,0267	30					MASCULINO	CASADO		UNIVERSITARIO	EMPLEADO	0	4,141666667	0	34	0	0
3217	201201	TarjetaNuestra	1	6,5	3,5	41					FEMENINO	CASADO	ALQUILADA	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE		14,80555556	12	31	38	0
3218	201207	TarjetaNuestra	1	5	11	43			NO	Almacen	MASCULINO	CASADO		NO INFORMA	EMPLEADO		1,425	0	35	0	0
3219	201207	TarjetaNuestra	2	33,691	25,019401	45			SI	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	2,797222222	11,37777778	0	58	65	1
3220	201207	TarjetaNuestra	1	3,01	0,7667	45			NO	Almacen	FEMENINO	SOLTERO	PROPIA	PRIMARIA	EMPLEADO	6,425	6,375		38	45	0
3221	201207	TarjetaNuestra	1	6	3,3092	34			NO	Almacen	FEMENINO	DIVORCIADO	PROPIA	UNIVERSITARIO	EMPLEADO	5,416666667	6,175	0	45	21	0
3222	201201	TarjetaNuestra	2	2,5	1,2	33					FEMENINO	CASADO		UNIVERSITARIO	EMPLEADO	1,544444444	3,994444444	0	46		0
3223	201311	TarjetaMundo	1	200	71	50				Preaprobado	MASCULINO	NO INFORMA	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	1,830555556	0,608333333		33	40	0
3224	201311	TarjetaMundo	1	18,4	10,281701	40				Preaprobado	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	5,525	20,10833333	0	40	47	0
3225	201311	TarjetaNuestra	1	1,49	1,325952	43					FEMENINO	NO INFORMA		UNIVERSITARIO	EMPLEADO	11,58055556	0,205555556	0	40	47	0
3226	201311	TarjetaNuestra	2	6,083	1,67	28	FAMILIAR	0	SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	4,983333333	0	18	53	60	0
3227	201311	TarjetaNuestra	1	6,6555	9,199889	30					FEMENINO	CASADO		UNIVERSITARIO	EMPLEADO	0,083333333	0	0	32		0
3228	201311	TarjetaNuestra	1	4,963	2,498507	38					MASCULINO	UNION LIBRE	NO INFORMA	BACHILLER	EMPLEADO	4,583333333	8,666666667	0	37	44	0
3229	201311	TarjetaNuestra	1	11,9	6,074	33					FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	6	13,72777778	0	54	61	1
3230	201207	TarjetaNuestra	2	9,31	6	39			NO	Almacen	MASCULINO	NO INFORMA	FAMILIAR	ESPECIALIZACION	EMPLEADO	9,194444444	14,76944444		36	43	0
3231	201311	TarjetaNuestra	1	8,1	4,561995	30					FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	17,40277778	9,658333333	1	33		0
3232	201207	TarjetaNuestra	1	25	22,4	53			NO	Almacen	MASCULINO	DIVORCIADO	PROPIA	UNIVERSITARIO	EMPLEADO	0	21,5	3	33	40	0
3233	201207	TarjetaNuestra	1	6	5,532	54			SI	Almacen	FEMENINO	SOLTERO		UNIVERSITARIO	JUBILADO	31,85833333	2,994444444		45	21	0
3234	201201	TarjetaNuestra	2	25	27	40					MASCULINO	NO INFORMA	PROPIA	ESPECIALIZACION	OTRA	6,955555556	16,62777778	0	38	45	0
3235	201311	TarjetaNuestra	1	5,18	2,383719	35					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,197222222	2,816666667	0	49	56	0
3236	201311	TarjetaNuestra	2	5,35528	5,24	26	FAMILIAR	0	SI	Preaprobado	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,847222222	7,625	0	38	45	0
3237	201311	TarjetaNuestra	1	6,2	3,1611	30					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	0,163888889	1,169444444	0	41	48	0
3238	201311	TarjetaNuestra	2	4,8	0,910986	36	FAMILIAR	1	NO	Almacen	FEMENINO	CASADO		BACHILLER	EMPLEADO	0,577777778	3,513888889	0	40	47	0
3239	201207	TarjetaNuestra	2	16,793	12,205	55			SI	Almacen	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	SOCIO EMPLEADO - SOCIO	13,69722222	7,647222222	0	48	55	0
3240	201311	TarjetaColombia	2	12,4367971	7,30902	48	ARRENDADA		SI	Preaprobado	MASCULINO	CASADO	PROPIA	BACHILLER	EMPLEADO	3,380555556	8,108333333	0	38	45	0
3241	201311	TarjetaNuestra	1	7,7	3,5	36					MASCULINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO	5,063888889	10,55833333		51	58	0
3242	201311	TarjetaNuestra	1	4,2	2,634485	43					FEMENINO	CASADO		ESPECIALIZACION	EMPLEADO	22,15277778	4,872222222		33	40	0
3243	201311	TarjetaNuestra	2	5	2,5895	34	PROPIA	2	SI	Almacen	MASCULINO	CASADO		BACHILLER	INDEPENDIENTE	3,938888889	2,933333333		39	46	0
3244	201207	TarjetaNuestra	1	1,8	0,9	30			SI	Almacen	MASCULINO	CASADO	NO INFORMA	BACHILLER	EMPLEADO	5,163888889	7,925	0	53	60	0
3245	201311	TarjetaNuestra	1	4,5	0	30					MASCULINO	UNION LIBRE		UNIVERSITARIO	PROFESIONAL INDEPENDIENTE		3,738888889	45	38	45	0
3246	201311	TarjetaNuestra	1	5	8,621	39					MASCULINO	SOLTERO	FAMILIAR	BACHILLER	COMERCIANTE	5,372222222	5,158333333	8	48	55	0
3247	201207	TarjetaNuestra	2	7,2247903	3,145327	40			NO	Almacen	FEMENINO	SOLTERO	ALQUILADA	UNIVERSITARIO	EMPLEADO	0	4,855555556	0	58	65	1
3248	201201	TarjetaNuestra	1	25	18	28					MASCULINO	NO INFORMA		NO INFORMA	INDEPENDIENTE	0	0	314	42	49	0
3249	201311	TarjetaNuestra	2	10,1683815	4,278187	36	OTRAS	0	SI	Almacen	MASCULINO	CASADO	FAMILIAR	NO INFORMA	EMPLEADO	6,311111111	8,225	0	38	45	0
3250	201311	TarjetaNuestra	1	8,4	3,6384	33					FEMENINO	SOLTERO	FAMILIAR	NO INFORMA	EMPLEADO	0	0		34	41	0
